2529
6939
81576
23450
2048
6635
11259
5591
1909
4924
3798
220965
5360
9869
143
4212
11075
1277
744
1431
1543
5584
2131
23126
5142
5527
4088
7504
2524
8820
3157
1719
9681
323
3801
887
9776
8912
9261
347902
332
8487
5507
715
9407
26146
5358
27351
22871
22836
8601
8424
4881
332
2571
5079
6903
4642
2901
23607
